crash_date,crash_time,borough,zip_code,latitude,longitude,on_street_name,off_street_name,number_of_persons_injured,number_of_persons_killed,number_of_pedestrians_injured,number_of_pedestrians_killed,number_of_cyclist_injured,number_of_cyclist_killed,number_of_motorist_injured,number_of_motorist_killed,contributing_factor_vehicle_1,contributing_factor_vehicle_2,contributing_factor_vehicle_3,contributing_factor_vehicle_4,contributing_factor_vehicle_5,vehicle_type_code_1,vehicle_type_code_2,vehicle_type_code_3,vehicle_type_code_4,vehicle_type_code_5
2020-11-13,19:50:00,Manhattan,10027,40.817009999999996,-73.9595,West 125 Street,Unknown,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,Unspecified,Unspecified,Unspecified,Other,Sedan,Unspecified,Unspecified,Unspecified
2020-10-27,11:00:00,Brooklyn,11212,40.65473,-73.90692,Linden Boulevard,Rockaway Avenue,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,Unspecified,Unspecified,Unspecified,Sedan,Unspecified,Unspecified,Unspecified,Unspecified
2020-11-25,15:12:00,Brooklyn,11215,40.67156,-73.9755,Garfield Place,Fiske Place,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Unspecified,Unspecified
2020-11-12,18:00:00,Brooklyn,11204,40.626556,-73.99018000000001,57 Street,16 Avenue,1,0,1,0,0,0,0,0,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Unspecified,Unspecified,Unspecified,Unspecified
2020-12-04,23:00:00,Bronx,10453,40.854588,-73.90187,East 181 Street,Grand Concourse,0,0,0,0,0,0,0,0,View Obstructed/Limited,View Obstructed/Limited,Unspecified,Unspecified,Unspecified,Sedan,E-Scooter,Unspecified,Unspecified,Unspecified
2020-11-18,08:10:00,Queens,11373,40.745304,-73.89019,75 Street,41 Avenue,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Unspecified,Unspecified,Unspecified,Unspecified
2020-10-28,13:40:00,Queens,11420,40.66496,-73.82226,Belt Parkway,Unknown,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Sedan,Unspecified,Unspecified,Unspecified
2020-10-20,16:06:00,Bronx,10458,40.859253,-73.88674,East Fordham Road,Lorillard Place,0,0,0,0,0,0,0,0,Other Vehicular,Reaction To Uninvolved Vehicle,Unspecified,Unspecified,Unspecified,Bus,Station Wagon/Sport Utility Vehicle,Unspecified,Unspecified,Unspecified
2020-11-28,13:01:00,Queens,11357,40.77962,-73.80216999999999,Francis Lewis Boulevard,Unknown,2,0,2,0,0,0,0,0,Backing Unsafely,Unspecified,Unspecified,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Unspecified,Unspecified,Unspecified,Unspecified
2020-11-11,00:35:00,Brooklyn,11217,40.683506,-73.97594000000001,Atlantic Avenue,Fort Greene Place,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Sedan,Unspecified,Unspecified,Unspecified
2020-10-30,07:35:00,Queens,11414,40.666435,-73.83478000000001,Belt Parkway,Unknown,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Unspecified,Unspecified,Unspecified
2020-10-12,15:33:00,Brooklyn,11226,40.645073,-73.94994,East 29 Street,Beverley Road,1,0,0,0,0,0,1,0,Traffic Control Disregarded,Traffic Control Disregarded,Unspecified,Unspecified,Unspecified,Sedan,Sedan,Unspecified,Unspecified,Unspecified
2020-10-18,01:48:00,Bronx,10471,40.905533,-73.89648000000001,Broadway,Unknown,0,0,0,0,0,0,0,0,Unsafe Speed,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Station Wagon/Sport Utility Vehicle,Unspecified,Unspecified,Unspecified
2020-11-23,06:20:00,Manhattan,10035,40.804066,-73.93117,Harlem River Drive,Unknown,1,0,0,0,0,0,1,0,Pavement Slippery,Unspecified,Unspecified,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Unspecified,Unspecified
2020-10-16,20:40:00,Queens,11435,40.692479999999996,-73.800995,Waltham Street,Lakewood Avenue,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,Unspecified,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Unspecified,Unspecified,Unspecified,Unspecified
2020-10-17,19:38:00,Brooklyn,11221,40.698209999999996,-73.92406,Stockholm Street,Unknown,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Unspecified,Unspecified,Unspecified
2020-11-17,09:45:00,Brooklyn,11213,40.679035,-73.938515,Herkimer Street,Unknown,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Sedan,Sedan,Unspecified,Unspecified
2020-11-12,11:33:00,Queens,11106,40.766182,-73.93683,11 Street,33 Road,1,0,0,0,0,0,1,0,Traffic Control Disregarded,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Sedan,Unspecified,Unspecified,Unspecified
2020-11-18,12:40:00,Brooklyn,11218,40.650265000000005,-73.97685,East 5 Street,Unknown,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Unspecified,Unspecified,Unspecified,Unspecified
2020-11-25,16:20:00,Queens,11005,40.75537,-73.72224399999999,Grand Central Pkwy,Unknown,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,Unspecified,Unspecified,Unspecified,Pick-Up Truck,Station Wagon/Sport Utility Vehicle,Unspecified,Unspecified,Unspecified
2020-10-19,20:30:00,Bronx,10452,40.840927,-73.912704,Grand Concourse,East 172 Street,2,0,0,0,0,0,2,0,Alcohol Involvement,Unspecified,Unspecified,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Sedan,Unspecified,Unspecified,Unspecified
2020-10-15,01:15:00,Manhattan,10013,40.718628,-74.00255,Broadway,Walker Street,1,0,1,0,0,0,0,0,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified
2020-11-29,03:20:00,Queens,11385,40.707029999999996,-73.909325,Bleecker Street,Woodward Avenue,1,0,0,0,0,0,1,0,Backing Unsafely,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,Unspecified
2020-11-14,21:00:00,Bronx,10461,40.852604,-73.82781999999999,Colonial Avenue,Westchester Avenue,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Other Vehicular,Unspecified,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Sedan,Unspecified,Unspecified,Unspecified
2020-11-05,17:40:00,Bronx,10456,40.82781,-73.90885,Washington Avenue,Unknown,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,Unspecified,Unspecified,Unspecified,Other,E-Bike,Unspecified,Unspecified,Unspecified
2020-10-16,12:27:00,Brooklyn,11249,40.705,-73.96455,Taylor Street,Unknown,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,Unspecified,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Bus,Unspecified,Unspecified,Unspecified
2020-11-14,10:06:00,Queens,11354,40.76095,-73.832756,Prince Street,37 Avenue,1,0,1,0,0,0,0,0,Failure To Yield Right-Of-Way,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Unspecified,Unspecified,Unspecified,Unspecified
2020-11-02,17:27:00,Staten Island,10303,40.631336,-74.1478,Walker Street,Unknown,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,Unspecified,Unspecified
2020-12-01,09:40:00,Queens,11354,40.775234000000005,-73.829025,Whitestone Expressway,Unknown,0,0,0,0,0,0,0,0,Passing Or Lane Usage Improper,Unspecified,Unspecified,Unspecified,Unspecified,Box Truck,Tractor Truck Diesel,Unspecified,Unspecified,Unspecified
2020-10-29,20:16:00,Bronx,10461,40.85226,-73.852905,Williamsbridge Road,Rhinelander Avenue,0,0,0,0,0,0,0,0,Other Vehicular,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Unspecified,Unspecified,Unspecified,Unspecified
2020-11-12,14:25:00,Queens,11375,40.709225,-73.84315500000001,Union Turnpike,Metropolitan Avenue,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Passing Or Lane Usage Improper,Unspecified,Unspecified,Unspecified,Sedan,Sedan,Unspecified,Unspecified,Unspecified
2020-11-09,20:39:00,Brooklyn,11216,40.6884,-73.95118000000001,Greene Avenue,Unknown,0,0,0,0,0,0,0,0,Passing Or Lane Usage Improper,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Sedan,Unspecified,Unspecified,Unspecified
2020-10-25,16:30:00,Brooklyn,11228,40.609103999999995,-74.01031,Benson Avenue,Unknown,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Unspecified,Unspecified,Unspecified,Unspecified
2020-11-21,15:08:00,Bronx,10460,40.841087,-73.86447,White Plains Road,East Tremont Avenue,0,0,0,0,0,0,0,0,Reaction To Uninvolved Vehicle,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Sedan,Unspecified,Unspecified,Unspecified
2020-11-02,17:01:00,Bronx,10454,40.807190000000006,-73.92430999999999,Willis Avenue,East 135 Street,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Station Wagon/Sport Utility Vehicle,Unspecified,Unspecified,Unspecified
